time,tank1_depth,pipe1_depth,pipe2_depth,pipe3_depth,pipe4_depth,tank2_inflow,tank2_depth,pump1_flow,pump2_flow,tank_area,simulation_time,lateral_inflow
12.0,2.9999999999999996,0.2599849487347582,0.28581791575157,0.25150570722969295,0.1777988981055079,0.09392260366841418,0.0688429043309336,0.18603055768697066,0.0,200.0,781.0,0.06666666666666667
13.0,2.9999999999999996,0.2603049264085461,0.29049064398798663,0.2677815629078513,0.2026903047080296,0.11889599828999656,0.09991674777848822,0.18603055768697066,0.0,200.0,841.0,0.06666666666666667
14.0,2.9999999999999996,0.260457684979838,0.2930461828442931,0.2808724292290202,0.22542033646790047,0.14342199486581902,0.13850857387543114,0.18603055768697066,0.0,200.0,901.0,0.06666666666666667
15.0,2.9999999999999996,0.2605316970750112,0.2941444155547315,0.29112224035842044,0.24530828015386924,0.16611216794798453,0.1842902101184889,0.18603055768697066,0.0,200.0,961.0,0.06666666666666667
16.0,2.9999999999999996,0.26056549039132165,0.2943122694155212,0.298939595350542,0.2622194984916024,0.1860685450353437,0.236587246182879,0.18603055768697066,0.0,200.0,1021.0,0.06666666666666667
17.0,2.9999999999999996,0.2605793882567011,0.2939344390816847,0.30474895072694463,0.27610846079361084,0.2027857950146616,0.29449902646773435,0.18603055768697066,0.0,200.0,1081.0,0.06666666666666667
18.0,2.9999999999999996,0.2605840462191881,0.2932836155775031,0.3089599509557032,0.28718362835967653,0.21626536887562858,0.3570366751077039,0.18603055768697066,0.0,200.0,1141.0,0.06666666666666667
19.0,2.9999999999999996,0.25383666900608187,0.2925350315169725,0.31192884814985905,0.29577239564386804,0.22675869069803015,0.42325171585009846,0.14108006196536035,0.0,200.0,1201.0,0.06666666666666667
20.0,2.9999999999999996,0.24335829000572295,0.28976703074188365,0.3139065267915387,0.30223164058790636,0.23467882809511928,0.49241785161122775,0.14108006196536035,0.0,200.0,1261.0,0.06666666666666667
21.0,2.9999999999999996,0.23575206002295185,0.2831079464744119,0.3143623983023072,0.3068495774300591,0.24042458418964494,0.5635540932465624,0.14108006196536035,0.0,200.0,1321.0,0.06666666666666667
22.0,2.9999999999999996,0.23056074366503826,0.2767707058445923,0.3129357707904264,0.31005148023944223,0.24440232360610709,0.6361986343029138,0.14108006196536035,0.0,200.0,1381.0,0.06666666666666667
23.0,2.9999999999999996,0.22730299271656765,0.2705167145618714,0.3100980120890333,0.3116794172833107,0.24651462079348677,0.7098124787559769,0.14108006196536035,0.0,200.0,1441.0,0.06666666666666667
24.0,2.9999999999999996,0.22528138078518578,0.2650700264952362,0.3063774990983302,0.31170187068704164,0.24674724876099624,0.753834594937462,0.14108006196536035,0.2,200.0,1501.0,0.06666666666666667
25.0,2.9999999999999996,0.2240249049939485,0.2607879582991937,0.3023257728048837,0.3102153847741134,0.2451959153329903,0.7677103446318014,0.14108006196536035,0.2,200.0,1561.0,0.06666666666666667
26.0,2.9999999999999996,0.22324372508329302,0.2576068536839991,0.29835662685898073,0.3075435766890962,0.2422096721236822,0.7809377318024849,0.14108006196536035,0.2,200.0,1621.0,0.06666666666666667
27.0,2.9999999999999996,0.22559036586498613,0.255316800522108,0.2947273888280954,0.304150865727778,0.23833640476593934,0.7931475726772593,0.15985655284562705,0.2,200.0,1681.0,0.06666666666666667
28.0,2.9999999999999996,0.2301139145696236,0.2545181762565802,0.29158060947065606,0.30050715687796475,0.2340914414835282,0.8041393894029185,0.15985655284562705,0.2,200.0,1741.0,0.06666666666666667
